question	label
糖尿病打胰岛素体重增加太多怎么办	1
糖尿病人可不可以喝普洱茶	3
糖尿病人右肾积水	1
抽烟对2型糖尿病影响大吗	3
糖尿病人情绪会暴躁吗	5
哺乳期糖尿病怎么治疗	1
2型糖尿病血糖高需要住院吗	1
糖尿病手上起水泡吗	4
得了糖尿病不能吃什么	3
糖尿病人能喝黄芪吗	3
糖尿病患者可不可以吃人参蜂王浆	1
糖尿病服用厚德蜂胶真的有好处吗	5
糖尿病会导致身体浮肿吗	4
全身瘙痒是糖尿病并发症吗	4
糖尿病患者破皮了用什么药好	1
1型糖尿病幼儿能治愈吗	1
糖尿病人治疗长期便秘的药物	1
血糖正常范围	0
请问糖尿病患者可以注射乌体林斯吗	1
2型糖尿病周围性神经病应吃什么药	4
得了糖尿病，吃什么中药好	1
糖尿病人会引起牙龈炎吗	4
糖尿病人可以吃川贝炖梨吗	3
低血糖和高血糖哪个严重	2
丙肝和糖尿病同时怎么治疗	1
66岁男士，糖尿病型白内障，能做手术吗	1
得了糖尿病后阴茎痛吃什么药好	1
糖尿病适合补充哪种维生素	2
甘蔗吃多了会得糖尿病吗	2
糖尿病肾病脸上有红班是怎么回事	2
蛋白尿加血尿是糖尿病肾病吗	0
二型糖尿病对生活的影响	5
糖尿病肾病可以吃豆芽菜吗	3
糖尿病喉咙干怎么回事	2
茯苓山药片冶疔糖尿病如何	1
二甲双胍用量用法用量	1
糖尿病人体重下降厉害是好还是坏	5
1型糖尿病有望根治吗	2
糖尿病一型和二型哪个严重	2
糖尿病肾病能吃燕窝吗	3
糖尿病烂脚可以根治吗	2
艾灸可以治好糖尿病吗	1
糖尿病会导致身上有异味吗	4
糖尿病会导致心梗吗	4
得了糖尿病可吃面和米粉吗	3
糖尿病会引起喉咙堵吗	4
1型糖尿病用了胰岛素身体怎么越来越胖	1
儿童糖尿病人能做电疗吗	5
糖尿病能吃驴肉吗	3
继发性糖尿病可以治愈吗	2
糖尿病人冬季怎么锻炼	3
糖尿病患者眼底出血好治吗	1
冬泳对糖尿病有好处吗	3
糖尿病能引起皮肤溃烂吗	4
糖尿病人可以结婚生子吗	2
儿童酮症酸中毒是糖尿病吗	0
血糖高能做切开双眼皮么	5
糖尿病人为什么会头晕	2
二型糖尿病能用胰岛素泵吗	1
请问糖尿病能吃维E吗	1
糖尿病人可以吃海苔吗	3
糖尿病手术后伤口不愈合怎么办	1
打胰岛素的糖尿病人吃梨好吗	3
糖尿病会引起生殖器发肿吗	4
糖尿病人浮肿了是晚期吗	0
糖尿病人右耳朵挖出耳屎听力受阻，	1
糖尿病人会乏力吗	4
一型糖尿病和二型糖尿病哪个严重	2
参花消渴茶能治糖尿病吗有副作用嘛	1
糖尿病人可以种植牙吗	5
打完胰岛素多长时间吃饭	1
糖尿病会导致身体出现脓豆现象吗	4
糖尿病患者可以吃荞麦面条吗	3
糖尿病人柚子可以吃吗	3
板栗的功效与作用糖尿病能吃板栗吗	3
糖尿病能吃芦柑吗	3
糖尿病会引起出汗吗	4
单基因糖尿病会遗传吗	2
糖尿病伴有高血压生活上要注意些什么	2
糖尿病为什么影响消化	2
2型糖尿病怎么引起的	2
1型糖尿病病人可以吃汉堡么，炸鸡腿鸡翅	3
糖尿病脚擦烂了皮怎么办	1
餐后2小时血糖10是否严重	0
糖尿病会导致唾液会变少	4
糖尿病高血压能吃虾吗	3
糖尿病引起视网膜部分脱落怎么办	1
百分之八十的人糖尿病眼底病变吗	4
糖尿病可以吃的水果有哪些	3
血糖8.3严重吗	0
二型糖尿病和一型的区别	2
糖尿病人为什么会胖	2
糖尿病患者最常见的致盲原因是	2
糖尿病能喝虫屎茶吗	1
糖尿病人饭后犯困是什么原因	2
糖尿病患者出现手麻现象	1
吃出来的糖尿病能治好吗	5
c肽正常为什么还是糖尿病	0
糖尿病的人吃饭的时候能喝汤吗	3
糖尿病患者可以吃油炸食品吗	3
糖尿病会引起耳鸣吗	4
2型糖尿病能吃中药调理吗	1
糖尿病人喝桦树榕有作用吗，怎么喝	3
60岁糖尿病能活多久	5
糖尿病患者能吃酸菜么	3
糖尿病人可以使用硫磺皂吗	5
肾虚会导致糖尿病吗	2
糖尿病引发的急性脑血栓怎么办	1
怎样判断是脚气还是糖尿病足	0
尿多是糖尿病吗	0
糖尿病影响褥疮愈合吗	2
患糖尿病二年可以用胰岛素吗	1
白石榴，糖尿病人能吃吗	3
糖尿病脚为什么会浮肿？	2
糖尿病患者可以多吃黄瓜吗	3
糖尿病会不会引起股骨头坏死	4
格华止盐酸二甲双胍片是什么？	2
三十多岁得了糖尿病怎么办	1
肠胃炎是糖尿病的并发症嘛	4
高血压糖尿病能食钙片吗	3
糖尿病会引发尿失禁吗能治愈吗	4
糖尿病人可以每天拔罐吗	5
吃不多但消瘦是糖尿病吗	0
二型糖尿病能要孩子吗	2
糖尿病肾病诊断方法	0
糖尿病会引起中风吗	4
糖尿病并发尿毒症能活多久	4
甲亢会引起1型糖尿病吗	2
菜葫芦加白凡熬服能治糖尿病吗	1
糖尿病患者能吃莲雾吗	3
60十岁得糖尿病吃什么药好	1
你好！糖尿病人能吃小米稀饭吗	3
糖尿病患者腹泻怎么治	1
宝宝会得糖尿病吗有什么症状	0
请问，糖尿病能不能吃甜石榴呀	3
糖尿病带泵什么意思	2
勃起困难，举而不坚，糖尿病能吃伟哥吗，	1
糖尿病人宜多吃干豆腐和水豆腐吗？	3
糖尿病脚肿是晚期吗	2
血糖高可以吃石榴吗	3
糖尿病心血管并发症用什么药	1
妊娠期糖尿病能喝葡萄糖酸钙锌口服液吗	1
糖尿病能吃复方氨酚烷胺片吗	1
糖尿病腰痛吗	4
糖尿病能吃枸杞泡水吗	3
糖尿病脚起水泡破了怎么办	1
糖尿病嗜睡吗	4
宫颈癌，我妈妈有糖尿病，放疗可以治愈吗	1
糖尿病水疱病用什么药膏好	1
吃什么东西能治疗糖尿病	5
高血压糖尿病能喝酒吗	3
多饮多尿口渴体重不减是糖尿病吗	0
糖尿病四肢麻木怎么办	1
2岁儿童为何有糖尿病	2
糖尿病患者可以吃石榴吗	3
糖尿病肾虚肾寒怎么调理	1
妊娠糖尿病吃荷兰豆吗	3
糖尿病为什么会拉稀	2
糖尿病患者能长期服用康特茯苓山药片吗	1
引起糖尿病的原因有哪些？	2
得了10多年的糖尿病对性生活有妨碍吗	5
糖尿病眼底有出血点严重吗	0
光神化糖仪真能治糖尿病吗	1
糖尿病人可以吃碳酸钙d3咀嚼片吗	1
血糖5.9算不算高危人物	0
糖尿病并发症引起眼睛模糊能做手术吗	4
糖尿病人胆囊切除术后吃什么好	3
糖尿病人手脚冰凉怎么办	1
怀孕5个月要做糖尿病检查吗	0
消渴症和糖尿病区别	2
糖尿病可以吃豆腐吗？	3
二型糖尿病能吃钙片吗	3
糖尿病人可以吃白果吗	3
糖尿病人可以喝麦片吗	3
Ⅱ型糖尿病能不能吃花生、核桃等坚果	3
患有糖尿病2型的人可以吃什么粥	3
糖尿病为什么不能用加湿器	5
糖尿病为什么会损伤肾脏	2
糖尿病高血压能吃西兰花	3
请问糖尿病吃药是饭前还是饭后	1
糖尿病病人可以吃蜂胶软胶囊吗	3
糖尿病会传染吗	4
初期糖尿病患者如何用药	1
糖尿病患者可以多吃植物油吗	3
糖尿病酮症酸中毒的临床表现	0
糖尿病患者身上痒是怎么回事	2
无针胰岛素注射器好吗？	5
神经性糖尿病怎么回事	2
血糖高的人应该吃什么水果	3
糖尿病带泵能活多久	5
糖尿病引发低血糖怎么办	1
二型糖尿病人性功能不行怎么办	5
糖尿病病人吃什么补肾药好些	1
患糖尿病脑血栓一只小腿浮肿怎么办	1
糖尿病患者突然眼底出血怎么办	1
肥胖症与糖尿病有没有关系	2
蜂皇浆泡酒治糖尿病吗	1
糖尿病人睡眠日夜颠倒可以嘛	3
糖尿病患者胃酸怎么办	1
8.4算糖尿病吗	0
高血压糖尿病人能喝鸡汤吗	3
一型糖尿病和二型糖尿病的区别	2
糖尿病患者冬季需注意什么	2
安赛蜜糖尿病人能吃吗	3
糖尿病病人能不能吃干脆面	3
糖尿病心脏病吃稳心颗粒好吗	1
糖尿病患者如何选择优质蛋白质	3
糖尿病人可以吃紫薯	3
糖尿病人能喝玄米茶吗	3
糖尿病经常拉肚子该怎么办	1
糖尿病会不会下肢瘫痪	4
二型糖尿病频繁低血糖严重吗	5
糖尿病患者口腔溃疡怎么办	1
糖尿病眼白出血怎么回事	2
怀孕得了糖尿病生了孩子会好吗	5
糖尿病会出现心悸么	4
糖尿病会导致骨质疏松吗	4
糖尿病会引起消化功能不好吗	4
得了糖尿病和高血脂两种病怎么调理	1
氨溴索糖浆糖尿病病人能用吗	1
肺结核术后有糖尿病和胆囊炎应该怎么用药	1
喝啤酒会导致糖尿病吗	2
30岁得了糖尿病有康复的可能吗	2
糖尿病人会得心脏病吗	4
参麦地黄丸糖尿病人能吃吗	1
糖尿病人可以吃韭菜吗	3
糖尿病会引起蛋白流失吗	4
糖尿病周围神经病变的人可以跳舞吗	2
糖尿病患者可以带曼月乐吗	5
糖尿病引发的癫痫会导致人突然死亡吗	4
糖尿病人突然心怵冒汗怎么回事	2
糖尿病血红蛋白高是什么原因	2
糖尿病腿上长黑斑严重吗	0
糖尿病并发症导致肾不好怎样治疗	1
糖尿病人的手脚疼痛是什么原因	2
糖尿病能不能治愈	1
糖尿病湿性坏疽如何治疗	1
李子含糖量高吗糖尿病人可以吃吗	3
糖尿病人能熬夜吗	3
糖尿病患者现在查出有膀胱癌能做手术吗	1
糖尿病人高血压打针也降不下来	2
老人血糖标准是多少？	0
血糖高会引起什么并发症	4
白血病加糖尿病怎么办	1
糖尿病患者输青霉素会导致眼睛瞎吗	1
糖尿病患者可以吃蛋白粉吗	3
得了妊娠期糖尿病能治好吗	1
超高龄老人有糖尿病近年得了高血压吃什么	1
糖尿病能吃骨头汤吗	3
精液是甜的会是糖尿病吗	0
白天不口渴晚上口渴是糖尿病吗	0
糖尿病会身体发臭吗	4
糖尿病可以用决明子吗	3
糖尿病能不能吃韭菜	3
糖尿病会出现眼部疾病吗	4
糖尿病会引起肾炎吗	4
糖尿病人经常便秘怎么办	1
6.3血糖是不是糖尿病的前期	0
糖尿病引发高脂血症能治好吗	1
什么中药对糖尿病人有好处	1
30岁得了糖尿病不能吃甜食了吗	3
糖尿病患者是吃药好还是打胰岛素合适	1
糖尿病会引起心脑血管疾病吗	4
糖尿病病人不适合吃红枣吗	3
糖尿病手足发凉怎样治疗	1
宝宝为什么会得糖尿病	2
血糖高能吃桃子吗	3
糖尿病冠心病会越来越严重吗	2
糖尿病患者能不能吃蔗糖	3
糖尿病人肝郁气滞吃啥食物，用啥药	1
糖尿病严重的症状	0
糖尿病人有胆结石可以手术吗	1
糖尿病是低血糖还是高血糖	2
糖尿病会不会引起这个白内障呢	4
打了胰岛素还需要吃二甲双胍吗	1
糖尿病会引发失忆吗	4
糖尿病患者可以吃糖精	3
血糖一直维持10左右有什么危害	0
糖尿病能服西洋参粉吗	1
盐酸二甲双胍片的作用	2
请问糖尿病会引起胸闷和头晕吗	4
糖尿病人晚上尿床是什么原因	2
血糖从12突然降到6正常吗	0
糖尿病患者为什么身体瘦呢	2
糖尿病患者憋不住尿是怎么回事	2
糖尿病人会没劲吗	4
糖尿病人动脉血管堵塞怎么办	1
2型糖尿病午餐吃什么好	3
糖尿病一旦打了胰岛素就不能停吗	1
1型糖尿病病人能不能吃果冻	3
二型糖尿病，血糖平稳但是腿麻腿涨什么原因	2
爸爸糖尿病遗传女儿吗	2
产妇有糖尿病月子里第一周吃什么好	3
参麦适用糖尿病人吗	1
糖尿病吃蛋白粉有什么好处	5
饭后头昏是不是糖尿病	0
糖尿病肾病需要做穿刺吗	1
糖尿病人可以吃羊肝吗	3
糖尿病会尿急吗	4
糖尿病可以吃柠檬吗	3
糖尿病打胰岛素会有依赖性吗	1
糖尿病患者能不能接种新冠疫苗	5
糖尿病会死人吗	5
糖尿病吃核桃血糖会升高吗	3
大腿有点痛是糖尿病吗	0
55岁糖尿病阳萎能恢复吗	5
糖尿病失明还能恢复吗	2
醋蛋归元液对糖尿病和甲状腺有作用吗	1
炒蒜薹糖尿病可以吃吗	3
糖尿病患者经常吐是怎么回事?	2
糖尿病人能吃萝卜吗	3
糖尿病失明前兆	4
糖尿病人心脏供血不足怎么办	1
高血压糖尿病人如何治疗呢	1
糖尿病引发全身烂怎么办	1
糖尿病大便干燥拉不出怎么办	1
糖尿病人能吃紫薯吗	3
妊娠期糖尿病怎么回事	2
糖尿病患者能长肉吗	5
糖尿病是否会引起眩晕症	4
爸爸有糖尿病遗传概率	2
得了糖尿病,是打胰岛素还是吃药好	1
糖尿病患者尿频正常吗	2
哪些人群易患糖尿病	2
爸爸56岁了,糖尿病怎么治疗效果好	1
糖尿病人能喝酵素吗	3
高血压糖尿病引起的肾衰竭能活多久	5
糖尿病人胃轻瘫的治疗	1
初期糖尿病人能吃面条吗	3
糖尿病人可以吃胡萝卜吗	3
血糖高，玉米面能吃吗	3
糖尿病餐后2小时血糖高是什么原因	2
白血病外加糖尿病患者可以喝果醋吗	3
糖尿病会引起甲亢病吗	4
吃二甲双胍后胃胀喘不上气	1
糖尿病舞蹈症用什么药	1
吃得少会得糖尿病吗	2
糖尿病脚底破了怎么办	1
非肥胖型糖尿病服什么药	1
吃中药可以改善糖尿病吗	1
糖尿病会有呕吐的现象吗	4
糖尿病人可以食用卵磷脂吗	3
糖尿病人看眼睛挂哪个科	5
酒精对糖尿病有影响吗	5
70岁糖尿病女性晚上遗尿	1
糖尿病为什么容易感染	2
糖尿病吃一份炒面多吗	3
糖尿病为什么神经病变	2
糖尿病会引起气短乏力吗	4
糖尿病在停了二甲双胍后发胖咋回事	2
糖尿病会引起头昏吗	4
糖尿病身体左边麻木是什么原因	2
糖尿病胰岛素对抗怎么办呢	5
甲亢型糖尿病好治疗吗	1
低血糖和糖尿病有什么关系	2
糖尿病会导致白内障吗	4
糖尿病并发泌尿系感染怎么治疗	1
吃什么水果才能降低糖尿病	3
黑脖子是糖尿病吗	0
妊娠期糖尿病吃面条为什么血糖高	2
患上糖尿病是会给身体带来哪些的危害呢	5
桑葚干对糖尿病的作用	3
糖尿病患者发生皮肤破损怎么办	1
长期没性生会影起糖尿病吗	2
糖尿病人患胆结石如何治疗	1
糖尿病是什么病能治好吗	2
糖尿病并发肾病全身水肿怎么办	4
早期高血糖怎么治疗	1
糖尿病容易得脂肪肝吗	4
糖尿病患者可以服用路盖克吗	1
糖尿病病人能吃避孕药吗	2
2型糖尿病人空腹血糖13.6应吃什么药好	1
Ⅰ型糖尿病的所有并发症有哪些	4
二型糖尿病的死亡原因	2
糖尿病会癌症吗	4
患有糖尿病的人能否做脑积水导流手术	1
糖尿病人肥胖怎么治疗	1
1型糖尿病会危及生命吗	2
初期糖尿病能不能治愈	2
糖尿病肾病可以喝鱼汤吗	3
糖尿病并发症引起的眼底出血怎么治	4
糖尿病会引起脑出血吗	4
糖尿病肾病神经病变的症状	0
糖尿病胃轻瘫好治疗吗	1
糖尿病心脏病老人脚肿吃中药有用吗	1
血糖低症状有哪些	0
糖尿病人头晕呕吐是什么原因	2
老人糖尿病夜尿多怎么办	1
高血糖怎么用药	1
糖尿病会引起女性闭经吗	4
糖尿病是心血管病吗	2
糖尿病能引起高血压吗	4
糖尿病能喝有机纯牛奶吗	3
糖尿病肾病三期还能逆转吗	2
糖尿病所引起的手足麻木的治疗	1
2型糖尿病控制的好,多长时间出现并发症	4
糖尿病人经常体内发热岀汗是什么原因	2
糖尿病人可不可以丹参泡水喝	3
糖尿病患者肾功能衰竭怎么治疗	1
患有糖尿病刚发现肛门及皮肤瘙痒怎么办	1
糖尿病患者出现身体乏力怎么治疗	1
多吃藕对糖尿病人有什么影响	3
糖尿病会引起呼吸道感染吗	4
糖尿病吃糖会有什么反应	3
和糖尿病人接吻传染吗	4
糖尿病酮症酸中毒昏迷好几天有救吗	5
糖尿病慢性肾衰竭吃什么食物好	3
糖尿病患者可以吃榛子吗	3
糖尿病人脚指甲自然脱落什么原因	2
糖尿病能喝海带汤吗	3
糖尿病并发症皮肤脓肿怎么办	4
糖尿病男人能生育吗	2
糖尿病每天发烧是什么原因	2
2型糖尿病什么情况下才需注射胰岛素	1
糖尿病人高血糖时不能吃什么	3
糖尿病铜中毒有什么症状	0
请问糖尿病患者可以吃山药吗	3
糖尿病患者平安夜可以吃苹果吗	3
糖尿病前期怎么逆转正常	1
妊娠糖尿病对胎儿和自身有什么不良影响	5
高血压糖尿病老人长期脚肿的危害	5
糖尿病什么原因引起的	2
儿童为什么得1型糖尿病	2
糖尿病眼睛充血后果严重吗	2
糖尿病可以吃猪大肠不	3
北京哪家中医院治疗糖尿病	5
糖尿病人适合吃榴莲吗	3
糖尿病人手麻脚麻怎么办	1
糖尿病人能吃白木耳吗	3
糖尿病能吃豆类食物吗	3
糖尿病患者胸闷气短怎么办	1
餐后俩小时过后，糖尿病的正常值是多少	0
糖尿病能喝甜叶菊吗	3
板栗糖尿病病人可以吃吗	3
糖尿病人夜晚全身发热是什么原因	2
常见的糖尿病并发症有多少种	2
多囊胰岛素高血糖高就是糖尿病吗	0
糖尿病会变成老花眼吗	5
妊娠糖尿病会引起失眠吗	4
糖尿病慢性肾功能衰竭怎么治疗	1
糖尿病人为什么慎吃银耳	3
白内障是不是糖尿病引起的	2
